track_name,artist,genre,playlist_category,danceability,energy,valence,tempo,duration_ms,popularity
Beat Love Night,Artist_207,Classical,Sleep,0.898,0.33,0.264,160.22,103627,30
Light Dream,Artist_235,Jazz,Workout,0.888,0.231,0.727,161.24,281431,97
Night Dream Dance,Artist_352,Classical,Sleep,0.325,0.889,0.837,83.72,84430,79
Sky Fire,Artist_320,Pop,Chill,0.901,0.055,0.784,104.11,354021,93
Dream Love Sky,Artist_13,Rock,Party,0.996,0.177,0.274,178.18,175213,54
Light Heart Night,Artist_26,Pop,Workout,0.825,0.549,0.402,185.77,155821,78
Dance Night Wave,Artist_487,Hip-Hop,Travel,0.845,0.481,0.413,99.09,354158,25
Night Wave,Artist_225,Bollywood,Focus,0.249,0.046,0.491,63.22,244544,5
Night Dream,Artist_259,EDM,Workout,0.577,0.007,0.167,180.37,184024,2
Wave Love Dream,Artist_80,EDM,Chill,0.067,0.988,0.452,112.79,146750,80
Fire Heart,Artist_160,Indie,Focus,0.095,0.659,0.511,106.12,89392,63
Night Fire Sky,Artist_156,Bollywood,Travel,0.999,0.365,0.532,108.58,297482,54
Dream Sky,Artist_205,Classical,Party,0.327,0.47,0.82,118.2,158766,38
Beat Sky,Artist_221,Indie,Chill,0.748,0.267,0.517,112.96,181071,17
Sky Dream,Artist_201,EDM,Chill,0.807,0.345,0.231,139.3,262524,31
Beat Fire Light,Artist_194,Bollywood,Sleep,0.858,0.649,0.663,71.05,138271,1
Fire Dream Sky,Artist_312,Bollywood,Focus,0.998,0.883,0.797,196.02,354492,6
Dance Sky Night,Artist_159,EDM,Travel,0.241,0.184,0.319,191.1,348683,95
Heart Wave Light,Artist_353,Indie,Chill,0.04,0.84,0.645,190.82,334686,70
Dream Love Beat,Artist_288,Jazz,Chill,0.411,0.122,0.147,183.1,315137,36
Light Fire,Artist_114,Hip-Hop,Workout,0.13,0.215,0.342,152.45,213339,8
Heart Sky Fire,Artist_221,Indie,Chill,0.022,0.037,0.909,90.96,191848,93
Light Wave Sky,Artist_476,Indie,Party,0.36,0.141,0.911,66.93,253565,73
Light Fire,Artist_351,Classical,Sleep,0.784,0.917,0.575,73.9,317808,86
Fire Dance Sky,Artist_420,Rock,Travel,0.566,0.459,0.702,105.36,341914,10
Night Light,Artist_3,Pop,Chill,0.313,0.078,0.854,130.54,165334,24
Dance Dream,Artist_349,EDM,Party,0.654,0.96,0.959,199.06,336867,63
Wave Heart Light,Artist_496,Pop,Workout,0.232,0.879,0.49,120.96,228615,40
Wave Love Heart,Artist_290,Bollywood,Party,0.014,0.755,0.562,133.45,91327,2
Heart Love,Artist_325,Country,Travel,0.764,0.933,0.416,157.32,252646,20
Beat Dance,Artist_159,EDM,Focus,0.624,0.22,0.072,85.3,355199,81
Heart Night Dream,Artist_108,Pop,Workout,0.762,0.836,0.423,190.6,89764,33
Sky Dream Dance,Artist_266,Hip-Hop,Sleep,0.039,0.69,0.791,134.06,100723,14
Love Dance,Artist_210,Jazz,Romantic,0.837,0.87,0.805,98.68,266223,96
Wave Beat Light,Artist_259,Jazz,Romantic,0.62,0.797,0.892,190.92,338026,54
Fire Sky Heart,Artist_82,Pop,Focus,0.563,0.346,0.051,147.56,297089,55
Dance Beat Sky,Artist_450,Classical,Sleep,0.625,0.774,0.527,127.72,270517,37
Fire Light,Artist_350,Bollywood,Sleep,0.864,0.262,0.107,141.22,87092,88
Beat Wave,Artist_381,Hip-Hop,Focus,0.587,0.329,0.201,164.76,310748,84
Wave Beat Love,Artist_183,Rock,Chill,0.581,0.108,0.9,81.64,81673,6
Light Dream,Artist_464,Classical,Sleep,0.991,0.935,0.497,181.08,189980,33
Wave Light Fire,Artist_374,Indie,Workout,0.757,0.291,0.759,194.33,232710,50
Dream Heart,Artist_9,Pop,Sleep,0.442,0.521,0.064,139.38,210913,92
Night Sky,Artist_272,Bollywood,Focus,0.707,0.391,0.417,155.52,95512,75
Heart Dance,Artist_168,Rock,Sleep,0.389,0.96,0.674,180.38,78737,84
Dream Dance Love,Artist_172,Bollywood,Focus,0.229,0.335,0.133,112.47,354205,70
Fire Dream,Artist_297,EDM,Romantic,0.597,0.779,0.326,199.0,205761,72
Sky Night Dream,Artist_93,Jazz,Sleep,0.928,0.855,0.065,155.27,228842,83
Fire Beat,Artist_172,Indie,Travel,0.929,0.436,0.651,119.36,278322,79
Fire Dream,Artist_404,Jazz,Sleep,0.342,0.378,0.971,154.83,63966,86
Love Dance Dream,Artist_325,Pop,Travel,0.528,0.748,0.827,133.04,242965,51
Night Dance Beat,Artist_219,EDM,Travel,0.212,0.913,0.975,75.63,254202,66
Dance Beat,Artist_85,Jazz,Party,0.996,0.755,0.846,171.42,273845,61
Fire Night Beat,Artist_293,Classical,Travel,0.981,0.227,0.855,139.01,262943,28
Heart Dream,Artist_245,Hip-Hop,Chill,0.65,0.888,0.577,171.42,79790,44
Heart Sky Beat,Artist_406,Country,Travel,0.804,0.388,0.518,81.69,112104,82
Light Night Heart,Artist_95,Pop,Romantic,0.715,0.576,0.406,135.37,174507,12
Wave Love Fire,Artist_194,Indie,Chill,0.593,0.831,0.818,167.33,245287,83
Fire Heart,Artist_195,Country,Workout,0.053,0.188,0.182,198.36,151131,57
Heart Light Love,Artist_290,Rock,Workout,0.455,0.785,0.056,183.82,335329,26
Night Fire Dream,Artist_385,Bollywood,Sleep,0.675,0.596,0.948,181.01,266384,25
Fire Love Wave,Artist_436,Hip-Hop,Workout,0.678,0.893,0.004,94.64,294287,92
Beat Night Heart,Artist_75,Jazz,Focus,0.373,0.172,0.977,177.32,70806,15
Dream Beat Wave,Artist_108,Pop,Chill,0.942,0.421,0.729,83.7,209327,74
Sky Beat Dance,Artist_414,Bollywood,Focus,0.167,0.833,0.328,87.74,183970,98
Sky Beat,Artist_468,Rock,Party,0.5,0.019,0.698,75.42,339154,77
Dream Beat,Artist_399,EDM,Romantic,0.691,0.112,0.818,180.06,64766,80
Dance Night,Artist_74,Pop,Sleep,0.697,0.991,0.245,75.16,68217,53
Night Beat Love,Artist_168,Indie,Chill,0.649,0.28,0.771,79.34,226888,95
Heart Dream,Artist_230,Rock,Workout,0.275,0.976,0.804,94.42,265516,65
Dance Love Wave,Artist_377,Pop,Travel,0.156,0.183,0.249,140.17,165029,54
Beat Love Sky,Artist_418,Bollywood,Party,0.636,0.361,0.042,183.23,342261,87
Sky Night Dance,Artist_82,Bollywood,Workout,0.599,0.753,0.204,118.55,353322,78
Dance Heart Light,Artist_250,Rock,Focus,0.179,0.658,0.201,136.48,192917,39
Dream Beat,Artist_126,Bollywood,Sleep,0.705,0.581,0.065,83.31,137965,94
Night Dream Love,Artist_324,Pop,Party,0.455,0.53,0.726,97.23,215091,51
Wave Sky Fire,Artist_485,Jazz,Workout,0.668,0.843,0.38,78.75,161062,20
Beat Love Dance,Artist_156,Bollywood,Travel,0.837,0.235,0.884,117.39,116729,64
Love Night Dance,Artist_368,Indie,Focus,0.17,0.442,0.252,142.65,271770,89
Heart Love Wave,Artist_424,Pop,Travel,0.019,0.155,0.453,99.76,280933,11
Beat Heart Sky,Artist_452,EDM,Romantic,0.779,0.596,0.639,178.44,255657,90
Light Sky,Artist_212,Pop,Focus,0.61,0.251,0.877,197.37,281621,52
Sky Heart,Artist_472,Classical,Chill,0.7,0.334,0.525,76.82,109534,85
Love Dance Heart,Artist_277,Rock,Workout,0.838,0.471,0.374,62.5,114162,54
Love Night Heart,Artist_420,Rock,Chill,0.803,0.027,0.867,170.57,152964,69
Light Beat,Artist_368,Indie,Chill,0.961,0.092,0.31,86.69,196140,7
Dream Night,Artist_311,Indie,Party,0.536,0.686,0.079,109.44,237808,12
Dream Wave,Artist_365,Indie,Travel,0.488,0.429,0.445,115.19,280086,2
Beat Sky Heart,Artist_85,Bollywood,Workout,0.402,0.865,0.785,188.32,104454,21
Wave Fire Dance,Artist_243,Jazz,Travel,0.154,0.695,0.031,152.24,259622,96
Night Heart,Artist_493,Rock,Sleep,0.573,0.008,0.586,65.69,359086,69
Love Dream Night,Artist_29,Classical,Travel,0.277,0.617,0.594,62.07,210393,91
Light Night Heart,Artist_373,Bollywood,Party,0.921,0.094,0.929,87.94,74017,95
Beat Wave Love,Artist_350,Indie,Romantic,0.583,0.781,0.286,104.54,268671,76
Sky Night,Artist_139,Pop,Focus,0.593,0.992,0.279,127.83,319406,36
Night Fire Sky,Artist_240,Bollywood,Sleep,0.355,0.531,0.44,177.3,273942,21
Wave Light Fire,Artist_91,Pop,Workout,0.052,0.683,0.357,104.07,110587,53
Heart Dance,Artist_99,Country,Romantic,0.032,0.237,0.736,112.72,138761,19
Beat Sky,Artist_400,Indie,Focus,0.423,0.438,0.642,106.11,111352,3
Sky Light,Artist_345,Classical,Travel,0.085,0.856,0.759,61.26,319800,60
Wave Beat,Artist_349,Bollywood,Travel,0.607,0.167,0.82,193.73,90623,81
Sky Wave,Artist_124,Rock,Travel,0.881,0.266,0.923,79.46,218699,94
Beat Fire,Artist_130,Hip-Hop,Party,0.883,0.445,0.431,100.27,110822,73
Beat Dream,Artist_327,Hip-Hop,Workout,0.659,0.712,0.985,78.1,236701,34
Sky Dance Heart,Artist_129,Country,Romantic,0.211,0.376,0.216,128.68,321918,29
Fire Wave,Artist_449,Jazz,Focus,0.863,0.928,0.714,190.5,284318,74
Heart Fire,Artist_450,Pop,Focus,0.886,0.094,0.534,74.1,101184,57
Wave Sky,Artist_221,Country,Chill,0.197,0.371,0.817,121.73,191918,73
Wave Beat Heart,Artist_214,Indie,Focus,0.737,0.709,0.477,63.13,124801,40
Dance Light Love,Artist_204,Country,Workout,0.287,0.226,0.784,167.93,271190,50
Heart Wave Light,Artist_54,Country,Party,0.803,0.656,0.93,149.77,245659,75
Dream Dance Light,Artist_24,Classical,Party,0.997,0.164,0.732,157.96,113539,19
Light Dream,Artist_181,Indie,Focus,0.03,0.056,0.776,126.13,346175,22
Sky Beat Love,Artist_52,Indie,Workout,0.897,0.121,0.067,187.07,197983,51
Dance Light,Artist_480,Country,Focus,0.623,0.93,0.205,117.34,233615,49
Night Fire Heart,Artist_490,Country,Party,0.973,0.552,0.974,131.97,181436,52
Sky Heart Dance,Artist_153,Country,Travel,0.465,0.796,0.693,157.34,306730,22
Love Dream Light,Artist_307,Hip-Hop,Romantic,0.847,0.333,0.561,132.88,110368,62
Wave Beat Light,Artist_374,Classical,Travel,0.062,0.593,0.367,86.51,278098,60
Sky Light,Artist_381,Jazz,Focus,0.335,0.495,0.044,104.39,180241,80
Fire Beat Dream,Artist_198,Indie,Sleep,0.067,0.946,0.369,72.92,283305,81
Wave Night Light,Artist_45,EDM,Romantic,0.975,0.748,0.499,120.57,214697,7
Fire Wave Night,Artist_280,Bollywood,Focus,0.817,0.731,0.211,145.31,138448,53
Dream Wave Beat,Artist_25,Country,Chill,0.853,0.046,0.173,76.59,177399,31
Heart Fire Beat,Artist_194,Bollywood,Sleep,0.938,0.55,0.508,148.28,135014,4
Heart Wave Night,Artist_446,Country,Sleep,0.085,0.467,0.586,185.0,223897,93
Light Wave Beat,Artist_263,Bollywood,Sleep,0.386,0.928,0.24,107.28,266484,7
Beat Dance,Artist_203,Hip-Hop,Chill,0.071,0.257,0.587,91.08,251904,94
Sky Dance Dream,Artist_87,Indie,Focus,0.211,0.27,0.9,185.02,61304,3
Beat Sky,Artist_258,Classical,Romantic,0.229,0.411,0.473,156.87,110782,25
Light Heart,Artist_417,Country,Party,0.469,0.243,0.857,74.76,146223,34
Dream Night Beat,Artist_282,Hip-Hop,Travel,0.269,0.129,0.927,117.14,310931,33
Beat Wave Fire,Artist_198,Jazz,Sleep,0.101,0.857,0.092,154.37,130672,95
Wave Fire,Artist_388,Pop,Focus,0.167,0.558,0.096,140.41,62777,88
Wave Light,Artist_379,Pop,Focus,0.147,0.861,0.476,146.6,257347,38
Wave Beat,Artist_383,Indie,Workout,0.973,0.831,0.588,139.4,305159,4
Heart Fire,Artist_267,Rock,Travel,0.759,0.282,0.426,171.73,175606,48
Wave Dance,Artist_357,EDM,Focus,0.968,0.548,0.326,104.86,100353,74
Heart Love,Artist_268,Classical,Workout,0.44,0.083,0.641,159.18,237593,89
Light Wave Fire,Artist_490,Indie,Chill,0.278,0.915,0.002,198.75,350802,61
Dance Heart,Artist_242,EDM,Workout,0.798,0.404,0.968,114.59,131157,65
Dream Dance,Artist_483,EDM,Romantic,0.326,0.394,0.232,170.75,215263,81
Heart Dream,Artist_316,Pop,Romantic,0.299,0.303,0.917,94.46,203439,71
Night Love Fire,Artist_496,Rock,Romantic,0.233,0.461,0.109,99.47,61503,78
Dance Fire Wave,Artist_87,Jazz,Chill,0.13,0.252,0.238,190.88,322971,61
Dream Dance,Artist_140,Jazz,Sleep,0.256,0.375,0.235,63.63,341759,1
Wave Heart,Artist_498,Bollywood,Travel,0.355,0.8,0.996,90.44,271697,6
Fire Dance,Artist_129,Indie,Travel,0.674,0.834,0.005,127.61,200881,74
Love Wave,Artist_310,Hip-Hop,Sleep,0.063,0.304,0.64,116.26,138891,21
Light Dance Beat,Artist_458,Rock,Romantic,0.211,0.469,0.87,148.08,205019,67
Beat Sky,Artist_131,Rock,Sleep,0.809,0.874,0.672,86.98,327776,83
Wave Light,Artist_456,EDM,Workout,0.147,0.053,0.363,69.88,331030,28
Dance Wave,Artist_10,Bollywood,Focus,0.343,0.889,0.958,111.71,80400,66
Sky Beat,Artist_387,Indie,Focus,0.865,0.219,0.894,133.41,176756,27
Heart Beat,Artist_126,Country,Travel,0.155,0.679,0.434,138.68,155586,32
Beat Night Light,Artist_349,Rock,Travel,0.083,0.583,0.573,144.21,123414,12
Sky Night,Artist_479,Classical,Focus,0.485,0.553,0.968,136.81,82008,65
Heart Beat,Artist_408,Pop,Workout,0.302,0.859,0.983,94.41,196595,46
Dream Fire Dance,Artist_389,Country,Travel,0.563,0.102,0.45,167.04,200510,40
Sky Night,Artist_333,Hip-Hop,Sleep,0.804,0.347,0.847,72.29,297967,93
Night Dance Light,Artist_347,Country,Sleep,0.137,0.538,0.302,87.77,305197,9
Sky Heart,Artist_466,Hip-Hop,Focus,0.581,0.811,0.372,163.51,253000,82
Dance Heart Wave,Artist_319,Classical,Travel,0.506,0.216,0.165,99.16,125823,62
Wave Sky Love,Artist_185,Bollywood,Workout,0.144,0.803,0.209,129.09,337940,16
Dream Light,Artist_43,Classical,Workout,0.624,0.4,0.657,105.81,103137,99
Love Fire Heart,Artist_267,Rock,Chill,0.274,0.189,0.511,130.98,355352,68
Sky Wave Dream,Artist_491,Jazz,Chill,0.488,0.759,0.231,108.53,344140,40
Dance Wave Sky,Artist_219,Indie,Travel,0.082,0.091,0.403,199.19,195957,35
Dream Wave,Artist_319,Rock,Focus,0.46,0.515,0.373,110.05,278084,83
Beat Sky Fire,Artist_363,Bollywood,Romantic,0.306,0.064,0.987,147.79,181907,60
Fire Sky,Artist_166,EDM,Sleep,0.822,0.356,0.854,184.37,66864,70
Wave Love,Artist_214,Pop,Focus,0.057,0.601,0.388,149.31,146177,95
Heart Light Beat,Artist_410,Classical,Sleep,0.419,0.556,0.914,139.22,207420,91
Wave Dream Heart,Artist_45,Hip-Hop,Chill,0.458,0.405,0.343,139.69,168944,3
Wave Light,Artist_118,Jazz,Travel,0.725,0.429,0.668,129.5,358455,53
Light Heart Beat,Artist_342,Rock,Party,0.574,0.227,0.967,173.06,167975,59
Dream Light Dance,Artist_154,EDM,Party,0.667,0.456,0.39,67.06,228726,36
Dance Beat,Artist_140,Bollywood,Party,0.777,0.953,0.68,183.92,284246,66
Night Heart,Artist_25,Jazz,Chill,0.862,0.85,0.296,142.08,185340,37
Sky Fire,Artist_436,Indie,Focus,0.314,0.145,0.266,178.84,349298,79
Dream Sky,Artist_288,Country,Romantic,0.538,0.03,0.574,61.45,159448,87
Fire Heart,Artist_500,Rock,Sleep,0.84,0.934,0.979,181.7,211620,44
Dance Love Fire,Artist_277,Jazz,Party,0.989,0.527,0.453,76.82,222084,64
Heart Love,Artist_117,Rock,Chill,0.89,0.538,0.938,160.97,126170,51
Night Heart Wave,Artist_357,Rock,Workout,0.371,0.781,0.914,118.31,171157,6
Light Wave Night,Artist_336,EDM,Travel,0.195,0.315,0.254,155.35,257560,97
Dance Light,Artist_121,Rock,Workout,0.489,0.482,0.402,147.95,95573,69
Fire Sky,Artist_445,Country,Chill,0.742,0.969,0.643,82.88,149506,21
Fire Wave,Artist_52,Rock,Romantic,0.493,0.672,0.518,132.05,165086,57
Dream Love Sky,Artist_279,Jazz,Romantic,0.483,0.154,0.096,98.81,154635,28
Night Fire Wave,Artist_127,Bollywood,Focus,0.838,0.133,0.994,138.46,284006,85
Light Sky,Artist_279,Pop,Romantic,0.361,0.204,0.753,163.32,300783,24
Fire Wave,Artist_15,Pop,Travel,0.86,0.767,0.438,71.38,216627,92
Wave Dance,Artist_63,Classical,Sleep,0.407,0.295,0.618,132.21,163516,75
Night Light Love,Artist_203,Indie,Workout,0.328,0.021,0.088,146.47,326274,63
Night Fire Dance,Artist_297,Pop,Focus,0.454,0.944,0.495,101.35,256187,22
Dance Night,Artist_380,Classical,Sleep,0.762,0.17,0.931,193.42,215398,34
Fire Night Wave,Artist_98,Bollywood,Party,0.126,0.01,0.897,132.84,234605,37
Sky Love Beat,Artist_138,Classical,Focus,0.196,0.237,0.337,85.55,63386,41
Dance Fire,Artist_241,Classical,Party,0.951,0.235,0.531,75.09,186435,81
Love Sky Beat,Artist_216,Classical,Sleep,0.175,0.422,0.697,135.83,102697,79
Dance Dream Heart,Artist_300,Pop,Romantic,0.568,0.92,0.34,112.53,86999,93
Light Sky Wave,Artist_35,EDM,Party,0.579,0.879,0.065,86.96,300449,98
Light Fire Heart,Artist_412,Country,Travel,0.49,0.457,0.505,64.3,338293,43
Light Wave Sky,Artist_70,Rock,Romantic,0.645,0.411,0.602,139.32,332871,22
Night Dream Dance,Artist_331,EDM,Workout,0.23,0.555,0.006,143.8,317519,91
Heart Light,Artist_427,Rock,Travel,0.553,0.243,0.096,79.85,131626,15
Dance Dream Light,Artist_405,Jazz,Sleep,0.372,0.052,0.207,144.24,131031,21
Beat Sky,Artist_471,Classical,Sleep,0.662,0.939,0.348,193.28,188298,52
Dance Heart,Artist_105,Hip-Hop,Romantic,0.141,0.187,0.541,196.96,334291,4
Fire Night,Artist_253,Indie,Focus,0.571,0.198,0.294,184.39,260160,47
Fire Sky,Artist_495,Country,Romantic,0.185,0.472,0.276,172.99,208434,18
Heart Light Dance,Artist_253,Rock,Travel,0.279,0.492,0.869,89.31,70996,71
Sky Fire,Artist_309,Rock,Travel,0.219,0.018,0.145,81.9,77898,80
Heart Dream,Artist_497,Hip-Hop,Sleep,0.183,0.148,0.495,122.29,135275,35
Beat Dream,Artist_402,Bollywood,Sleep,0.826,0.378,0.953,146.75,76777,76
Wave Dream,Artist_127,Country,Party,0.286,0.684,0.625,179.1,174791,7
Light Dance Beat,Artist_324,Pop,Romantic,0.927,0.228,0.717,92.47,204369,41
Fire Sky Dance,Artist_497,Pop,Travel,0.97,0.423,0.431,127.15,335680,10
Heart Dream Sky,Artist_313,Country,Romantic,0.571,0.557,0.02,150.64,90589,62
Heart Wave Dance,Artist_283,Bollywood,Focus,0.143,0.889,0.646,122.38,191493,65
Beat Wave Light,Artist_414,Pop,Travel,0.375,0.326,0.632,123.59,295792,12
Beat Love,Artist_2,Bollywood,Party,0.798,0.134,0.11,91.52,115349,91
Heart Dream Dance,Artist_47,Country,Romantic,0.367,0.489,0.462,198.13,107350,28
Love Fire Light,Artist_398,Rock,Travel,0.087,0.747,0.915,126.53,319230,58
Sky Heart Love,Artist_345,Classical,Chill,0.557,0.11,0.205,134.58,292553,56
Beat Wave Heart,Artist_449,Classical,Travel,0.845,0.425,0.461,90.6,96544,18
Fire Light,Artist_81,Rock,Chill,0.796,0.018,0.461,131.98,146310,65
Sky Night Light,Artist_82,Bollywood,Workout,0.175,0.034,0.811,95.75,279720,57
Dream Heart,Artist_477,Bollywood,Chill,0.673,0.483,0.825,88.33,305619,50
Wave Dance Love,Artist_410,Bollywood,Travel,0.221,0.298,0.759,98.6,321760,87
Dance Fire Sky,Artist_15,Rock,Romantic,0.218,0.845,0.365,60.39,88594,81
Love Night Wave,Artist_40,Rock,Chill,0.874,0.602,0.072,139.82,337124,45
Sky Light Heart,Artist_198,Indie,Chill,0.25,0.454,0.349,114.25,109401,62
Sky Night Dance,Artist_111,Indie,Focus,0.263,0.408,0.68,185.82,256198,65
Night Heart,Artist_50,Hip-Hop,Romantic,0.001,0.497,0.703,65.7,98879,55
Dream Wave Sky,Artist_257,Classical,Sleep,0.871,0.04,0.965,66.05,326535,38
Light Night,Artist_392,Hip-Hop,Focus,0.793,0.893,0.454,184.02,281421,4
Fire Heart Sky,Artist_188,Pop,Romantic,0.627,0.998,0.632,77.73,166091,15
Love Dream Night,Artist_93,Bollywood,Focus,0.75,0.181,0.539,60.3,145640,21
Heart Dance Fire,Artist_16,Indie,Workout,0.152,0.12,0.151,85.05,80393,21
Heart Dance,Artist_4,Pop,Travel,0.458,0.144,0.461,175.34,130441,51
Dance Heart,Artist_322,Country,Travel,0.351,0.661,0.545,172.38,160640,86
Fire Sky Light,Artist_79,Pop,Chill,0.094,0.661,0.951,107.62,111736,78
Dream Night,Artist_124,EDM,Focus,0.486,0.848,0.367,153.52,319701,35
Beat Wave Dance,Artist_297,Country,Party,0.921,0.752,0.98,131.01,118486,4
Light Love,Artist_51,EDM,Party,0.04,0.45,0.542,186.66,316118,99
Love Beat Wave,Artist_187,Country,Travel,0.291,0.613,0.242,67.9,204082,32
Light Dance Sky,Artist_78,Hip-Hop,Sleep,0.208,0.688,0.192,173.85,189849,92
Night Wave Light,Artist_111,Classical,Focus,0.238,0.513,0.142,83.88,241363,12
Light Dream,Artist_38,Pop,Romantic,0.908,0.476,0.453,114.83,172747,54
Wave Dance,Artist_476,Classical,Party,0.468,0.645,0.022,86.87,238764,30
Night Beat,Artist_100,Indie,Sleep,0.466,0.557,0.445,158.37,168092,9
Dance Wave Dream,Artist_125,Indie,Sleep,0.761,0.644,0.988,154.97,356057,19
Night Dream Heart,Artist_417,EDM,Party,0.154,0.613,0.67,136.71,127163,80
Light Beat Love,Artist_423,Indie,Party,0.487,0.719,0.76,157.74,332194,30
Wave Sky Love,Artist_203,Hip-Hop,Focus,0.43,0.643,0.119,149.54,175933,65
Love Wave Fire,Artist_327,Classical,Travel,0.597,0.52,0.473,168.7,278753,45
Beat Dream Sky,Artist_390,Pop,Travel,1.0,0.682,0.286,93.52,336408,23
Wave Heart,Artist_352,Pop,Focus,0.769,0.449,0.894,120.05,245079,76
Fire Heart Dream,Artist_112,Jazz,Party,0.398,0.242,0.181,81.23,223033,5
Dream Fire,Artist_348,Pop,Chill,0.828,0.001,0.459,120.14,109726,84
Dream Night Love,Artist_35,Jazz,Workout,0.171,0.56,0.588,158.24,75759,67
Dream Light,Artist_150,Rock,Romantic,0.03,0.591,0.514,156.79,305464,66
Night Heart Light,Artist_394,EDM,Chill,0.204,0.972,0.83,159.32,65504,43
Fire Wave,Artist_3,Rock,Party,0.34,0.361,0.231,103.23,123699,84
Dream Beat Sky,Artist_304,Country,Travel,0.511,0.394,0.377,152.71,309463,2
Fire Heart,Artist_284,Bollywood,Focus,0.615,0.202,0.792,111.45,107172,48
Dream Dance,Artist_91,Rock,Party,0.911,0.071,0.528,192.23,286427,58
Beat Love,Artist_41,Indie,Chill,0.51,0.773,0.402,108.07,190704,40
Fire Beat Love,Artist_86,EDM,Workout,0.501,0.25,0.029,144.42,124807,99
Dance Beat Fire,Artist_249,Country,Romantic,0.05,0.609,0.753,165.02,213361,53
Beat Night,Artist_24,Bollywood,Workout,0.035,0.688,0.972,186.9,315854,59
Dream Light,Artist_94,Hip-Hop,Chill,0.551,0.471,0.62,121.31,203343,68
Dream Fire,Artist_126,Hip-Hop,Chill,0.438,0.876,0.857,110.47,167652,63
Dance Heart,Artist_63,Classical,Chill,0.839,0.444,0.517,120.2,175773,36
Beat Fire Light,Artist_282,Classical,Chill,0.161,0.285,0.232,105.32,132729,40
Light Heart,Artist_305,Indie,Party,0.025,0.896,0.014,151.55,223779,6
Sky Light Night,Artist_469,Bollywood,Focus,0.449,0.862,0.653,190.58,69021,14
Love Wave Beat,Artist_219,Classical,Party,0.237,0.164,0.493,77.65,331184,79
Beat Night Heart,Artist_248,Rock,Workout,0.05,0.026,0.782,138.53,264507,33
Sky Night Beat,Artist_96,Classical,Party,0.725,0.09,0.695,185.67,165285,19
Fire Night Beat,Artist_18,EDM,Workout,0.112,0.287,0.988,74.02,217624,76
Love Sky Heart,Artist_427,Country,Chill,0.608,0.972,0.51,129.14,195416,43
Dream Fire,Artist_58,Jazz,Chill,0.281,0.559,0.427,181.13,198275,54
Wave Love,Artist_94,Hip-Hop,Focus,0.173,0.373,0.287,186.06,168025,73
Light Dream,Artist_319,EDM,Focus,0.38,0.889,0.477,132.01,62892,83
Dance Love,Artist_179,Rock,Party,0.801,0.453,0.873,63.49,66687,96
Wave Fire,Artist_310,Pop,Sleep,0.392,0.315,0.042,74.79,214879,92
Heart Beat Dream,Artist_10,Rock,Chill,0.751,0.941,0.978,142.14,90152,92
Dream Wave Light,Artist_460,Pop,Travel,0.125,0.85,0.993,77.34,189285,95
Heart Night,Artist_435,Hip-Hop,Sleep,0.773,0.844,0.598,80.92,293830,61
Love Dance,Artist_486,Bollywood,Party,0.237,0.512,0.332,168.1,85875,13
Sky Beat,Artist_126,Jazz,Travel,0.677,0.789,0.223,165.1,226011,42
Sky Heart Love,Artist_51,Jazz,Sleep,0.566,0.179,0.276,177.99,88939,97
Heart Love,Artist_340,Classical,Workout,0.929,0.573,0.05,74.8,142943,18
Love Dream Beat,Artist_396,Hip-Hop,Romantic,0.387,0.984,0.475,87.74,252587,93
Light Beat,Artist_234,Hip-Hop,Party,0.066,0.291,0.057,176.61,274709,72
Dream Night,Artist_249,Indie,Sleep,0.019,0.794,0.718,160.95,176278,86
Heart Fire,Artist_326,Indie,Party,0.827,0.49,0.372,172.83,244321,65
Beat Night,Artist_164,Indie,Party,0.525,0.04,0.199,198.56,130762,48
Dance Wave,Artist_205,Pop,Travel,0.775,0.763,0.545,181.02,327397,95
Light Dance Dream,Artist_463,Country,Travel,0.234,0.169,0.974,132.86,303138,84
Sky Dance,Artist_295,EDM,Travel,0.345,0.631,0.695,103.51,68726,36
Sky Dream Heart,Artist_358,Classical,Focus,0.03,0.086,0.492,139.75,118952,87
Wave Night Dance,Artist_353,Hip-Hop,Chill,0.961,0.947,0.777,149.4,280187,81
